Timestamp (ms),Wall Time,Test Master Time,Sequence Time,FPD-1,FPD-2,FPD-3,OPD-1,OPD-2,OPD-3,AP-1,PC-1,PC-2,VBAT
3422559,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.263113,2.278177,18.849494,0.041836,25.350576
3422584,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.264634,1.317299,18.845257,0.039859,25.353118
3422656,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.266612,1.637592,18.858815,0.041989,25.351423
3422658,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.266612,1.637592,18.858815,0.041989,25.351423
3422661,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.266612,1.637592,18.858815,0.041989,25.351423
3422662,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.266612,1.637592,18.858815,0.041989,25.351423
3422665,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.265851,1.454567,18.821531,0.043282,25.343797
3422668,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.265851,1.454567,18.821531,0.043282,25.343797
3422716,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.264558,1.454567,18.813057,0.042065,25.350576
3422758,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.261287,0.585201,18.843139,0.043510,25.341255
3422760,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.264558,1.820616,18.774501,0.041076,25.336171
3422761,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.264558,1.820616,18.774501,0.041076,25.336171
3422763,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.264558,1.820616,18.774501,0.041076,25.336171
3422764,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.264558,1.820616,18.774501,0.041076,25.336171
3422767,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.263417,1.866372,18.868984,0.040011,25.338713
3422769,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.263417,1.866372,18.868984,0.040011,25.338713
3422770,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.263417,1.866372,18.868984,0.040011,25.338713
3422771,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.263417,1.866372,18.868984,0.040011,25.338713
3422815,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.264330,1.271543,18.766451,0.043053,25.330239
3422832,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.266460,1.271543,18.902455,0.042217,25.343373
3422901,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.268590,1.088518,18.817717,0.040011,25.353966
3422901,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.268590,1.088518,18.817717,0.040011,25.353966
3422902,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.268590,1.088518,18.817717,0.040011,25.353966
3422903,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.268590,1.088518,18.817717,0.040011,25.353966
3422904,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.268590,1.088518,18.817717,0.040011,25.353966
3422905,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.268590,1.088518,18.817717,0.040011,25.353966
3422906,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.263950,1.317299,18.893134,0.040467,25.346763
3422907,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.263950,1.317299,18.893134,0.040467,25.346763
3422908,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.263950,1.317299,18.893134,0.040467,25.346763
3422910,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.263950,1.317299,18.893134,0.040467,25.346763
3422919,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.265243,0.859738,18.903726,0.041989,25.348881
3422962,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.263113,0.722469,18.847799,0.041152,25.353118
3423001,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.266536,1.866372,18.813481,0.043282,25.355660
3423002,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.263417,1.454567,18.832123,0.041760,25.348881
3423003,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.263417,1.454567,18.832123,0.041760,25.348881
3423004,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.263417,1.454567,18.832123,0.041760,25.348881
3423005,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.263417,1.454567,18.832123,0.041760,25.348881
3423006,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.263417,1.454567,18.832123,0.041760,25.348881
3423007,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.263417,1.454567,18.832123,0.041760,25.348881
3423007,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.263417,1.454567,18.832123,0.041760,25.348881
3423008,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.263874,1.180030,18.839749,0.042597,25.351000
3423009,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.263874,1.180030,18.839749,0.042597,25.351000
3423011,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.263874,1.180030,18.839749,0.042597,25.351000
3423013,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.263874,1.180030,18.839749,0.042597,25.351000
3423062,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.265623,0.859738,18.840173,0.040619,25.351000
3423106,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.265015,1.866372,18.827886,0.039174,25.346763
3423107,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.265015,1.866372,18.827886,0.039174,25.346763
3423108,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.265015,1.866372,18.827886,0.039174,25.346763
3423108,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.265015,1.866372,18.827886,0.039174,25.346763
3423110,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.265015,1.866372,18.827886,0.039174,25.346763
3423110,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.265015,1.866372,18.827886,0.039174,25.346763
3423111,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.266080,1.637592,18.885508,0.040315,25.349729
3423111,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.266080,1.637592,18.885508,0.040315,25.349729
3423113,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.266080,1.637592,18.885508,0.040315,25.349729
3423115,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.266080,1.637592,18.885508,0.040315,25.349729
3423117,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.266080,1.637592,18.885508,0.040315,25.349729
3423152,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.266232,1.317299,18.794415,0.040771,25.353118
3423153,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.266232,1.317299,18.794415,0.040771,25.353118
3423153,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.266232,1.317299,18.794415,0.040771,25.353118
3423155,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.266232,1.317299,18.794415,0.040771,25.353118
3423157,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.262809,0.951250,18.813904,0.037805,25.345915
3423166,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.267753,0.402176,18.874915,0.040011,25.346763
3423167,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.267753,0.402176,18.874915,0.040011,25.346763
3423168,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.267145,2.689982,18.855426,0.039098,25.347610
3423169,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.267145,2.689982,18.855426,0.039098,25.347610
3423171,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.267145,2.689982,18.855426,0.039098,25.347610
3423209,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.261516,0.813982,18.844833,0.040619,25.354813
3423210,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.261516,0.813982,18.844833,0.040619,25.354813
3423211,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.261516,0.813982,18.844833,0.040619,25.354813
3423212,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.261516,0.813982,18.844833,0.040619,25.354813
3423213,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.262581,1.363055,18.811362,0.039402,25.355237
3423214,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.262581,1.363055,18.811362,0.039402,25.355237
3423215,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.262581,1.363055,18.811362,0.039402,25.355237
3423217,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.262581,1.363055,18.811362,0.039402,25.355237
3423218,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.262581,1.363055,18.811362,0.039402,25.355237
3423226,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.265851,1.317299,18.909658,0.041608,25.351847
3423261,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.262885,0.997006,18.758825,0.042445,25.347610
3423270,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.266004,0.951250,18.823225,0.042597,25.353542
3423271,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.262885,1.271543,18.813904,0.039478,25.344221
3423271,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.262885,1.271543,18.813904,0.039478,25.344221
3423272,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.262885,1.271543,18.813904,0.039478,25.344221
3423273,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.262885,1.271543,18.813904,0.039478,25.344221
3423308,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.269046,1.500323,18.877881,0.041608,25.350576
3423309,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.269046,1.500323,18.877881,0.041608,25.350576
3423311,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.265851,1.591835,18.845257,0.041532,25.353966
3423312,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.265851,1.591835,18.845257,0.041532,25.353966
3423313,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.265851,1.591835,18.845257,0.041532,25.353966
3423315,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.265851,1.591835,18.845257,0.041532,25.353966
3423316,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.266612,2.095153,18.787212,0.041912,25.348458
3423318,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.266612,2.095153,18.787212,0.041912,25.348458
3423358,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.265015,2.506958,18.893981,0.040924,25.350152
3423359,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.265015,2.506958,18.893981,0.040924,25.350152
3423360,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.262885,0.447933,18.895252,0.042217,25.344221
3423363,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.262885,0.447933,18.895252,0.042217,25.344221
3423364,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.262885,0.447933,18.895252,0.042217,25.344221
3423364,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.262885,0.447933,18.895252,0.042217,25.344221
3423365,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.262885,0.447933,18.895252,0.042217,25.344221
3423366,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.262885,0.447933,18.895252,0.042217,25.344221
3423374,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.267069,1.180030,18.780856,0.041836,25.345915
3423412,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.262809,1.866372,18.888897,0.040315,25.352271
3423414,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.262809,1.866372,18.888897,0.040315,25.352271
3423415,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.262809,1.866372,18.888897,0.040315,25.352271
3423416,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.262809,1.866372,18.888897,0.040315,25.352271
3423417,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.262809,1.866372,18.888897,0.040315,25.352271
3423417,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.262809,1.866372,18.888897,0.040315,25.352271
3423419,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.258777,1.500323,18.948637,0.042673,25.357355
3423421,01:35:09.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.258777,1.500323,18.948637,0.042673,25.357355
3423466,01:35:10.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.263569,1.591835,18.896524,0.041076,25.350576
3423508,01:35:10.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.265015,1.637592,18.877034,0.038794,25.356084
3423508,01:35:10.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.265015,1.637592,18.877034,0.038794,25.356084
3423509,01:35:10.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.265015,1.637592,18.877034,0.038794,25.356084
3423510,01:35:10.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.265015,1.637592,18.877034,0.038794,25.356084
3423511,01:35:10.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.265015,1.637592,18.877034,0.038794,25.356084
3423512,01:35:10.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.265015,1.637592,18.877034,0.038794,25.356084
3423512,01:35:10.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.265015,1.637592,18.877034,0.038794,25.356084
3423514,01:35:10.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.262581,1.729104,18.915166,0.041152,25.350152
3423514,01:35:10.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.262581,1.729104,18.915166,0.041152,25.350152
3423515,01:35:10.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.262581,1.729104,18.915166,0.041152,25.350152
3423516,01:35:10.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.262581,1.729104,18.915166,0.041152,25.350152
3423518,01:35:10.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.262581,1.729104,18.915166,0.041152,25.350152
3423592,01:35:10.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.262961,2.049397,18.832123,0.041380,25.354389
3423593,01:35:10.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.262961,2.049397,18.832123,0.041380,25.354389
3423594,01:35:10.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.262961,2.049397,18.832123,0.041380,25.354389
3423595,01:35:10.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.262961,2.049397,18.832123,0.041380,25.354389
3423597,01:35:10.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.262961,2.049397,18.832123,0.041380,25.354389
3423598,01:35:10.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.264482,1.546079,18.821531,0.041836,25.351847
3423600,01:35:10.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.264482,1.546079,18.821531,0.041836,25.351847
3423602,01:35:10.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.264482,1.546079,18.821531,0.041836,25.351847
3423610,01:35:10.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.264178,1.042762,18.901608,0.039935,25.347187
3423646,01:35:10.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.264863,1.820616,18.765180,0.042521,25.351000
3423647,01:35:10.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.264863,1.820616,18.765180,0.042521,25.351000
3423648,01:35:10.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.266688,0.722469,18.797804,0.043053,25.352271
3423649,01:35:10.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.266688,0.722469,18.797804,0.043053,25.352271
3423650,01:35:10.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.266688,0.722469,18.797804,0.043053,25.352271
3423651,01:35:10.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.266688,0.722469,18.797804,0.043053,25.352271
3423651,01:35:10.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.266688,0.722469,18.797804,0.043053,25.352271
3423652,01:35:10.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.266688,0.722469,18.797804,0.043053,25.352271
3423654,01:35:10.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.266688,0.722469,18.797804,0.043053,25.352271
3423655,01:35:10.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.264482,0.813982,18.806701,0.040924,25.349729
3423664,01:35:10.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.265015,1.180030,18.832970,0.040543,25.348458
3423664,01:35:10.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.265015,1.180030,18.832970,0.040543,25.348458
3423665,01:35:10.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.265015,1.180030,18.832970,0.040543,25.348458
3423666,01:35:10.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.265015,1.180030,18.832970,0.040543,25.348458
3423667,01:35:10.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.265015,1.180030,18.832970,0.040543,25.348458
3423708,01:35:10.30,0,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.268210,1.088518,18.832123,0.040467,25.350152
